filename,intervention_screening,intervention_1_month,intervention_3_months,intervention_6_months,intervention_9_months,intervention_12_months,intervention_intensity,intervention_cycle_length,control_screening,control_1_month,control_3_months,control_6_months,control_9_months,control_12_months,control_intensity,control_cycle_length,delta_screening,delta_1_month,delta_3_months,delta_6_months,delta_9_months,delta_12_months,delta_intensity,pmid,publication_year
PMID 35245446 CT_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35245446.0,2022.0
PMID 35271306 a_Summary_SoE.pdf,2.0,8.0,28.0,47.0,61.0,74.0,6.166666666666667,84.0,2.0,7.0,27.0,45.0,59.0,72.0,6.0,84.0,0.0,1.0,1.0,2.0,2.0,2.0,0.16666666666666696,35271306.0,2022.0
PMID 35290101 a_Summary_SoE.pdf,2.0,3.0,7.0,12.0,15.0,20.0,1.6666666666666667,28.0,2.0,2.0,5.0,9.0,10.0,12.0,1.0,21.0,0.0,1.0,2.0,3.0,5.0,8.0,0.6666666666666667,35290101.0,2022.0
PMID 35298906 CT_Summary_SoE.pdf,3.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,3.0,4.0,10.0,20.0,26.0,27.0,2.25,28.0,0.0,-1.0,-4.0,-11.0,-14.0,-11.0,-0.9166666666666667,35298906.0,2022.0
PMID 35320644 a_Summary_SoE.pdf,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35320644.0,2022.0
PMID 35331641 CT_Summary_SoE.pdf,1.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,1.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35331641.0,2022.0
PMID 35367007a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,17.0,1.4166666666666667,21.0,1.0,2.0,5.0,9.0,13.0,17.0,1.4166666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35367007.0,2022.0
PMID 35403841 a_Summary_SoE.pdf,2.0,3.0,6.0,7.0,8.0,9.0,0.75,14.0,2.0,4.0,8.0,10.0,11.0,12.0,1.0,21.0,0.0,-1.0,-2.0,-3.0,-3.0,-3.0,-0.25,35403841.0,2022.0
PMID 35419607 CT_Summary_SoE.pdf,1.0,20.0,35.0,41.0,45.0,51.0,4.25,14.0,1.0,20.0,34.0,42.0,48.0,50.0,4.166666666666667,28.0,0.0,0.0,1.0,-1.0,-3.0,1.0,0.08333333333333304,35419607.0,2023.0
PMID 35427471 CT_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,-1.0,-2.0,-4.0,-7.0,-9.0,-0.75,35427471.0,2022.0
PMID 35442766 a_Summary_SoE.pdf,1.0,5.0,9.0,13.0,17.0,22.0,1.8333333333333333,21.0,1.0,5.0,9.0,13.0,17.0,22.0,1.8333333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35442766.0,2022.0
PMID 35443108 a_Summary_SoE.pdf,1.0,12.0,32.0,55.0,76.0,98.0,8.166666666666666,28.0,1.0,12.0,32.0,55.0,76.0,98.0,8.166666666666666,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35443108.0,2022.0
PMID 35446628 a_Summary_SoE.pdf,2.0,1.0,3.0,4.0,5.0,7.0,0.5833333333333334,30.0,2.0,1.0,3.0,4.0,5.0,7.0,0.5833333333333334,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35446628.0,2022.0
PMID 35511454 CT_Summary_SoE.pdf,1.0,20.0,37.0,46.0,54.0,61.0,5.083333333333333,14.0,1.0,20.0,37.0,46.0,54.0,61.0,5.083333333333333,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35511454.0,2022.0
PMID 35552364 a_Summary_SoE.pdf,2.0,3.0,9.0,17.0,26.0,35.0,2.9166666666666665,21.0,2.0,3.0,9.0,17.0,26.0,35.0,2.9166666666666665,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35552364.0,2022.0
PMID 35569466 CT_Summary_SoE.pdf,4.0,1.0,24.0,42.0,43.0,44.0,3.6666666666666665,1.0,4.0,20.0,39.0,41.0,42.0,43.0,3.5833333333333335,1.0,0.0,-19.0,-15.0,1.0,1.0,1.0,0.08333333333333304,35569466.0,2022.0
PMID 35580297 a_Summary_SoE.pdf,1.0,4.0,7.0,10.0,12.0,14.0,1.1666666666666667,21.0,1.0,4.0,7.0,10.0,12.0,14.0,1.1666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35580297.0,2022.0
PMID 35584336 a_Summary_SoE.pdf,2.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,2.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35584336.0,2022.0
PMID 35608580 a_Summary_SoE.pdf,2.0,0.0,0.0,1.0,1.0,2.0,0.16666666666666666,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35608580.0,2022.0
PMID 35657079 a_Summary_SoE.pdf,2.0,5.0,11.0,19.0,22.0,26.0,2.1666666666666665,28.0,2.0,5.0,11.0,19.0,22.0,26.0,2.1666666666666665,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35657079.0,2022.0
PMID 35660812 a_Summary_SoE.pdf,2.0,7.0,14.0,36.0,46.0,50.0,4.166666666666667,21.0,2.0,7.0,19.5,38.0,46.5,50.5,4.208333333333333,21.0,0.0,0.0,-5.5,-2.0,-0.5,-0.5,-0.041666666666666075,35660812.0,2022.0
PMID 35665782 a_Summary_SoE.pdf,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35665782.0,2022.0
PMID 35704479 a_Summary_SoE.pdf,1.0,1.0,2.0,4.0,4.0,5.0,0.4166666666666667,180.0,1.0,1.0,1.0,2.0,2.0,3.0,0.25,180.0,0.0,0.0,1.0,2.0,2.0,2.0,0.16666666666666669,35704479.0,2022.0
PMID 35728048 a_Summary_SoE.pdf,1.0,12.0,31.0,55.0,77.0,100.0,8.333333333333334,28.0,1.0,12.0,31.0,55.0,77.0,100.0,8.333333333333334,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35728048.0,2022.0
PMID 35759733a_Summary_SoE.pdf,1.0,3.0,7.0,14.0,20.0,24.0,2.0,28.0,1.0,1.0,3.0,6.0,9.0,12.0,1.0,30.0,0.0,2.0,4.0,8.0,11.0,12.0,1.0,35759733.0,2022.0
PMID 35763704 a_Summary_SoE.pdf,2.0,3.0,6.0,11.0,16.0,20.0,1.6666666666666667,14.0,2.0,3.0,6.0,11.0,16.0,20.0,1.6666666666666667,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35763704.0,2022.0
PMID 35810754 CT_Summary_SoE.pdf,2.0,4.0,6.0,9.0,10.0,11.0,0.9166666666666666,28.0,2.0,6.0,10.0,15.0,16.0,17.0,1.4166666666666667,28.0,0.0,-2.0,-4.0,-6.0,-6.0,-6.0,-0.5000000000000001,35810754.0,2022.0
PMID 35857290 a_Summary_SoE.pdf,1.0,10.0,23.0,41.0,44.0,47.0,3.9166666666666665,56.0,1.0,10.0,23.0,41.0,44.0,47.0,3.9166666666666665,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35857290.0,2022.0
PMID 35922251 CT_Summary_SoE.pdf,1.0,2.0,7.0,13.0,18.0,24.0,2.0,42.0,1.0,5.0,11.0,22.0,32.0,42.0,3.5,42.0,0.0,-3.0,-4.0,-9.0,-14.0,-18.0,-1.5,35922251.0,2022.0
PMID 35947817 a_Summary_SoE.pdf,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,42.0,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35947817.0,2022.0
PMID 36070540 a_Summary_SoE.pdf,1.0,3.0,3.0,4.0,4.0,4.0,0.3333333333333333,0.0,1.0,3.0,3.0,4.0,4.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36070540.0,2023.0
PMID 36099926 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36099926.0,2022.0
PMID 36108662 CT_Summary_SoE.pdf,3.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,3.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36108662.0,2022.0
PMID 36155117 CT_Summary_SoE.pdf,1.0,4.0,8.0,11.0,14.0,18.0,1.5,28.0,1.0,4.0,8.0,11.0,14.0,18.0,1.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36155117.0,2022.0
PMID 36162037 a_Summary_SoE.pdf,1.0,3.0,7.0,13.0,20.0,25.0,2.0833333333333335,14.0,1.0,3.0,7.0,13.0,20.0,25.0,2.0833333333333335,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36162037.0,2023.0
PMID 36265504 a_Summary_SoE.pdf,1.0,5.0,12.0,21.0,24.0,25.0,2.0833333333333335,21.0,1.0,5.0,12.0,21.0,24.0,25.0,2.0833333333333335,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36265504.0,2022.0
PMID 36308441 a_Summary_SoE.pdf,1.0,3.0,8.0,13.0,14.0,15.0,1.25,14.0,1.0,3.0,8.0,13.0,14.0,15.0,1.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36308441.0,2022.0
PMID 36322844 a_Summary_SoE.pdf,2.0,8.0,20.0,23.0,24.0,25.0,2.0833333333333335,21.0,2.0,8.0,20.0,23.0,24.0,25.0,2.0833333333333335,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36322844.0,2022.0
PMID 36327426 a_Summary_SoE.pdf,2.0,4.0,9.0,12.0,15.0,19.0,1.5833333333333333,21.0,2.0,4.0,9.0,14.0,17.0,21.0,1.75,21.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-0.16666666666666674,36327426.0,2023.0
PMID 36346687 CT_Summary_SoE.pdf,1.0,2.0,5.0,8.0,9.0,10.0,0.8333333333333334,21.0,1.0,1.0,2.0,3.0,4.0,5.0,0.4166666666666667,0.0,0.0,1.0,3.0,5.0,5.0,5.0,0.4166666666666667,36346687.0,2023.0
PMID 36455168 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36455168.0,2023.0
PMID 36473143 a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,42.0,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,21.0,0.0,-2.0,-6.0,-13.0,-19.0,-26.0,-2.166666666666667,36473143.0,2023.0
PMID 36503738 CT_Summary_SoE.pdf,1.0,3.0,8.0,14.0,21.0,27.0,2.25,14.0,1.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,36503738.0,2023.0
PMID 36521097 a_Summary_SoE.pdf,1.0,4.0,10.0,19.0,20.0,21.0,1.75,28.0,1.0,4.0,10.0,19.0,20.0,21.0,1.75,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36521097.0,2023.0
PMID 36535566 CT_Summary_SoE.pdf,1.0,5.0,13.0,17.0,21.0,26.0,2.1666666666666665,21.0,1.0,5.0,13.0,22.0,30.0,40.0,3.3333333333333335,21.0,0.0,0.0,0.0,-5.0,-9.0,-14.0,-1.166666666666667,36535566.0,2023.0
PMID 36541957 a_Summary_SoE.pdf,1.0,11.0,22.0,25.0,26.0,27.0,2.25,28.0,1.0,11.0,22.0,23.0,24.0,25.0,2.0833333333333335,28.0,0.0,0.0,0.0,2.0,2.0,2.0,0.16666666666666652,36541957.0,2023.0
PMID 36623230 a_Summary_SoE.pdf,2.0,22.0,40.0,50.0,51.0,52.0,4.333333333333333,21.0,2.0,19.0,26.0,36.0,37.0,38.0,3.1666666666666665,21.0,0.0,3.0,14.0,14.0,14.0,14.0,1.1666666666666665,36623230.0,2023.0
PMID 36669140 a_Summary_SoE.pdf,2.0,11.0,30.0,57.0,79.0,80.0,6.666666666666667,14.0,2.0,11.0,30.0,57.0,78.0,79.0,6.583333333333333,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08333333333333393,36669140.0,2023.0
PMID 36693773 CT_Summary_SoE.pdf,2.0,2.0,3.0,3.0,3.0,3.0,0.25,0.0,2.0,2.0,3.0,3.0,3.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36693773.0,2023.0
PMID 36709073 CT_Summary_SoE.pdf,2.0,3.0,5.0,8.0,11.0,14.0,1.1666666666666667,28.0,2.0,3.0,5.0,8.0,11.0,14.0,1.1666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36709073.0,2023.0
PMID 36764316 a_Summary_SoE.pdf,2.0,4.0,7.0,11.0,15.0,21.0,1.75,21.0,2.0,2.0,5.0,9.0,14.0,20.0,1.6666666666666667,21.0,0.0,2.0,2.0,2.0,1.0,1.0,0.08333333333333326,36764316.0,2023.0
PMID 36795891 a_Summary_SoE.pdf,3.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,3.0,3.0,6.0,11.0,13.0,16.0,1.3333333333333333,21.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,36795891.0,2023.0
PMID 36952634 a_Summary_SoE.pdf,2.0,5.0,9.0,12.0,15.0,18.0,1.5,28.0,2.0,5.0,9.0,12.0,15.0,18.0,1.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36952634.0,2023.0
PMID 36969338 a_Summary_SoE.pdf,2.0,4.0,11.0,21.0,31.0,40.0,3.3333333333333335,28.0,2.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,36969338.0,2023.0
PMID 36996380 a_Summary_SoE.pdf,2.0,3.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,2.0,1.0,4.5,8.5,12.0,16.5,1.375,28.0,0.0,2.0,2.5,1.5,1.0,0.5,0.04166666666666674,36996380.0,2023.0
PMID 37069359 a_Summary_SoE.pdf,2.0,18.0,41.0,42.0,43.0,44.0,3.6666666666666665,0.0,2.0,18.0,41.0,42.0,43.0,44.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37069359.0,2023.0
PMID 37071094 a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37071094.0,2023.0
PMID 37075781 a_Summary_SoE.pdf,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37075781.0,2023.0
PMID 37080222 a_Summary_SoE.pdf,2.0,13.0,31.0,51.0,71.0,96.0,8.0,21.0,2.0,13.0,31.0,51.0,71.0,96.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37080222.0,2023.0
PMID 37080223 CT_Summary_SoE.pdf,2.0,22.0,34.0,38.0,39.0,40.0,3.3333333333333335,21.0,2.0,22.0,34.0,35.0,36.0,37.0,3.0833333333333335,7.0,0.0,0.0,0.0,3.0,3.0,3.0,0.25,37080223.0,2023.0
PMID 37086745 a_Summary_SoE.pdf,3.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,3.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37086745.0,2023.0
PMID 37104748 a_Summary_SoE.pdf,2.0,2.0,27.0,48.0,49.0,50.0,4.166666666666667,28.0,2.0,22.0,44.0,46.0,47.0,48.0,4.0,7.0,0.0,-20.0,-17.0,2.0,2.0,2.0,0.16666666666666696,37104748.0,2023.0
PMID 37116523 a_Summary_SoE.pdf,2.0,15.0,36.0,58.0,63.0,67.0,5.583333333333333,28.0,2.0,15.0,36.0,58.0,63.0,67.0,5.583333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37116523.0,2023.0
PMID 37133585 a_Summary_SoE.pdf,2.0,3.0,7.0,10.0,11.0,13.0,1.0833333333333333,28.0,2.0,3.0,5.0,7.0,8.0,10.0,0.8333333333333334,28.0,0.0,0.0,2.0,3.0,3.0,3.0,0.2499999999999999,37133585.0,2023.0
PMID 37141294 CT_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37141294.0,2023.0
PMID 37257422 CT_Summary_SoE.pdf,1.0,22.0,33.0,39.0,46.0,53.0,4.416666666666667,28.0,2.0,22.0,33.0,39.0,46.0,53.0,4.416666666666667,28.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,37257422.0,2023.0
PMID 37272516 a_Summary_SoE.pdf,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37272516.0,2023.0
PMID 37276510 CT_Summary_SoE.pdf,1.0,10.0,27.0,45.0,60.0,76.0,6.333333333333333,28.0,1.0,14.0,41.0,78.0,108.0,139.0,11.583333333333334,28.0,0.0,-4.0,-14.0,-33.0,-48.0,-63.0,-5.250000000000001,37276510.0,2023.0
PMID 37284847 CT_Summary_SoE.pdf,1.0,4.0,4.0,4.0,4.0,4.0,0.3333333333333333,6.0,1.0,4.0,4.0,4.0,4.0,4.0,0.3333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37284847.0,2023.0
PMID 37285865 a_Summary_SoE.pdf,2.0,3.0,7.0,11.0,14.0,18.0,1.5,14.0,2.0,3.0,7.0,11.0,14.0,18.0,1.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37285865.0,2023.0
PMID 37290035 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37290035.0,2023.0
PMID 37290461 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37290461.0,2023.0
PMID 37315297 a_Summary_SoE.pdf,2.0,20.0,27.0,29.0,30.0,31.0,2.5833333333333335,7.0,2.0,1.0,2.0,4.0,5.0,6.0,0.5,0.0,0.0,19.0,25.0,25.0,25.0,25.0,2.0833333333333335,37315297.0,2023.0
PMID 37342922 a_Summary_SoE.pdf,2.0,8.0,16.0,18.0,19.0,20.0,1.6666666666666667,0.0,2.0,9.0,17.0,19.0,20.0,21.0,1.75,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.08333333333333326,37342922.0,2023.0
PMID 37379502 a_Summary_SoE.pdf,1.0,4.0,7.0,9.0,11.0,13.0,1.0833333333333333,21.0,1.0,4.0,7.0,9.0,11.0,13.0,1.0833333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37379502.0,2023.0
PMID 37423228 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,0.0,-2.0,-4.0,-9.0,-13.0,-18.0,-1.5,37423228.0,2023.0
PMID 37478390 a_Summary_SoE.pdf,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37478390.0,2023.0
PMID 37499670 a_Summary_SoE.pdf,3.0,3.0,7.0,13.0,20.0,27.0,2.25,28.0,3.0,3.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,0.0,0.0,0.0,3.0,7.0,10.0,0.8333333333333333,37499670.0,2023.0
PMID 37524096 a_Summary_SoE.pdf,1.0,1.0,3.0,5.0,7.0,9.0,0.75,42.0,1.0,1.0,3.0,5.0,7.0,9.0,0.75,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37524096.0,2023.0
PMID 37604981 CT_Summary_SoE.pdf,2.0,11.0,21.0,32.0,35.0,38.0,3.1666666666666665,28.0,1.5,10.5,20.5,32.0,35.0,38.5,3.2083333333333335,28.0,0.5,0.5,0.5,0.0,0.0,-0.5,-0.04166666666666696,37604981.0,2023.0
PMID 37646660 CT_Summary_SoE.pdf,1.0,6.0,15.0,27.0,39.0,55.0,4.583333333333333,28.0,1.0,6.0,13.0,19.0,22.0,26.0,2.1666666666666665,28.0,0.0,0.0,2.0,8.0,17.0,29.0,2.4166666666666665,37646660.0,2024.0
PMID 37647576 a_Summary_SoE.pdf,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37647576.0,2023.0
PMID 37704166 CT_Summary_SoE.pdf,2.0,3.0,6.0,9.0,12.0,15.0,1.25,21.0,2.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,0.0,0.0,0.0,-1.0,-2.0,-4.0,-0.33333333333333326,37704166.0,2023.0
PMID 37708904 a_Summary_SoE.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37708904.0,2023.0
PMID 37722354 CT_Summary_SoE.pdf,2.0,4.0,8.0,13.0,14.0,16.0,1.3333333333333333,28.0,2.0,4.0,8.0,13.0,14.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37722354.0,2023.0
PMID 37748693 CT_Summary_SoE.pdf,1.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,1.0,4.0,9.0,13.0,14.0,16.0,1.3333333333333333,21.0,0.0,-1.0,-2.0,0.0,6.0,11.0,0.9166666666666667,37748693.0,2024.0
PMID 37788412 a_Summary_SoE.pdf,1.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,1.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37788412.0,2024.0
PMID 37792130 CT_Summary_SoE.pdf,2.0,4.0,7.0,11.0,15.0,17.0,1.4166666666666667,21.0,2.0,4.0,7.0,11.0,15.0,17.0,1.4166666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37792130.0,2023.0
PMID 37793771 CT_Summary_SoE.pdf,2.0,3.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,2.0,5.0,11.0,17.0,23.0,31.0,2.5833333333333335,28.0,0.0,-2.0,-4.0,-6.0,-8.0,-11.0,-0.9166666666666667,37793771.0,2023.0
PMID 37845511 a_Summary_SoE.pdf,2.0,2.0,4.0,7.0,10.0,13.0,1.0833333333333333,28.0,2.0,2.0,4.0,7.0,10.0,13.0,1.0833333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37845511.0,2023.0
PMID 37870976 a_Summary_SoE.pdf,2.0,5.0,8.0,12.0,16.0,21.0,1.75,21.0,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333326,37870976.0,2023.0
PMID 37875143 a_Summary_SoE.pdf,2.0,4.0,10.0,18.0,26.0,36.0,3.0,21.0,2.0,4.0,10.0,18.0,26.0,36.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37875143.0,2023.0
PMID 37935977 a_Summary_SoE.pdf,1.0,6.0,19.0,34.0,35.0,36.0,3.0,28.0,1.0,10.0,23.0,36.0,37.0,38.0,3.1666666666666665,28.0,0.0,-4.0,-4.0,-2.0,-2.0,-2.0,-0.16666666666666652,37935977.0,2024.0
PMID 37980924 a_Summary_SoE.pdf,1.0,5.0,5.0,5.0,5.0,5.0,0.4166666666666667,28.0,1.0,5.0,5.0,5.0,5.0,5.0,0.4166666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37980924.0,2024.0
PMID 38039991 CT_Summary_SoE.pdf,2.0,22.0,32.0,35.0,38.0,42.0,3.5,28.0,2.0,22.0,32.0,35.0,38.0,42.0,3.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38039991.0,2023.0
PMID 38039993 a_Summary_SoE.pdf,2.0,4.0,8.0,12.0,16.0,21.0,1.75,21.0,2.0,4.0,8.0,12.0,16.0,21.0,1.75,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38039993.0,2023.0
PMID 38059497 CT_Summary_SoE.pdf,1.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,1.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38059497.0,2024.0
PMID 38060199 CT_Summary_SoE.pdf,1.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,1.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38060199.0,2024.0
PMID 38103088 CT_Summary_SoE.pdf,1.0,22.0,51.0,51.0,51.0,51.0,4.25,21.0,1.0,23.0,51.0,51.0,51.0,51.0,4.25,21.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,38103088.0,2023.0
PMID 38159809 CT_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38159809.0,2024.0
PMID 38231126 a_Summary_SoE.pdf,1.0,14.0,37.0,51.0,66.0,86.0,7.166666666666667,28.0,1.0,14.0,42.0,70.0,100.0,140.0,11.666666666666666,28.0,0.0,0.0,-5.0,-19.0,-34.0,-54.0,-4.499999999999999,38231126.0,2024.0
PMID 38252907 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38252907.0,2024.0
PMID 38319255 a_Summary_SoE.pdf,1.0,2.0,5.0,11.0,14.0,18.0,1.5,28.0,1.0,5.0,9.0,15.0,16.0,17.0,1.4166666666666667,28.0,0.0,-3.0,-4.0,-4.0,-2.0,1.0,0.08333333333333326,38319255.0,2022.0
