filename,pmid,arm_name,pubmed_designation,evidence,abstract_states_roles,design_summary
PMID 35857290 a_Summary_SoE.pdf,35857290,Arm B (Placebo + Light),control,patients were randomized 2:1 to receive hypericin or placebo to 3 index lesions twice weekly,True,Topical hypericin photodynamic therapy vs placebo for early-stage CTCL (FLASH)
PMID 35857290 a_Summary_SoE.pdf,35857290,Arm A (SGX301 + Light),intervention,"hypericin PDT was more effective than placebo (cycle 1 ILRR, 16% vs 4%; P = .04)",True,Topical hypericin photodynamic therapy vs placebo for early-stage CTCL (FLASH)
PMID 36162037 a_Summary_SoE.pdf,36162037,Arm B (Nivolumab Monotherapy),control,reaffirming nivolumab as a standard of care for melanoma adjuvant treatment,True,Adjuvant nivolumab plus ipilimumab vs nivolumab alone in resected melanoma (CheckMate 915)
PMID 36162037 a_Summary_SoE.pdf,36162037,Arm A (Nivolumab + Ipilimumab),intervention,evaluated adjuvant nivolumab plus ipilimumab versus nivolumab alone,True,Adjuvant nivolumab plus ipilimumab vs nivolumab alone in resected melanoma (CheckMate 915)
PMID 36308441 a_Summary_SoE.pdf,36308441,Placebo + mFOLFOX6,control,"randomly assigned 1:1:1 to receive CaM 5 μmol/kg, CaM 2 μmol/kg, or placebo",True,Calmangafodipir (two doses) vs placebo with FOLFOX to prevent oxaliplatin neuropathy (POLAR-M)
PMID 36308441 a_Summary_SoE.pdf,36308441,CaM 5 µmol/kg + mFOLFOX6,intervention,assess efficacy and safety of CaM in the prevention of CIPN in patients treated with oxaliplatin,True,Calmangafodipir (two doses) vs placebo with FOLFOX to prevent oxaliplatin neuropathy (POLAR-M)
PMID 36308441 a_Summary_SoE.pdf,36308441,CaM 2 µmol/kg + mFOLFOX6,intervention,assess efficacy and safety of CaM in the prevention of CIPN in patients treated with oxaliplatin,True,Calmangafodipir (two doses) vs placebo with FOLFOX to prevent oxaliplatin neuropathy (POLAR-M)
PMID 36327426 a_Summary_SoE.pdf,36327426,Arm 3 (SoC Chemotherapy),control,durvalumab plus chemotherapy (D + CT) versus chemotherapy alone (CT),True,Durvalumab +/- tremelimumab plus chemo vs chemo alone in first-line mNSCLC (POSEIDON)
PMID 36327426 a_Summary_SoE.pdf,36327426,Arm 1 (Durvalumab + Tremelimumab + SoC Chemotherapy),intervention,evaluated tremelimumab plus durvalumab and chemotherapy (T + D + CT) ... versus chemotherapy alone (CT),True,Durvalumab +/- tremelimumab plus chemo vs chemo alone in first-line mNSCLC (POSEIDON)
PMID 36327426 a_Summary_SoE.pdf,36327426,Arm 2 (Durvalumab + SoC Chemotherapy),intervention,durvalumab plus chemotherapy (D + CT) versus chemotherapy alone (CT),True,Durvalumab +/- tremelimumab plus chemo vs chemo alone in first-line mNSCLC (POSEIDON)
PMID 36541957 a_Summary_SoE.pdf,36541957,Arm B (CIT alone),control,evaluating the efficacy of ibrutinib plus RICE or RVICI vs RICE/RVICI alone,True,Ibrutinib plus RICE/RVICI vs RICE/RVICI alone in pediatric R/R B-NHL (SPARKLE)
PMID 36541957 a_Summary_SoE.pdf,36541957,Arm A (Ibrutinib + CIT),intervention,evaluating the efficacy of ibrutinib plus RICE or RVICI vs RICE/RVICI alone,True,Ibrutinib plus RICE/RVICI vs RICE/RVICI alone in pediatric R/R B-NHL (SPARKLE)
PMID 36669140 a_Summary_SoE.pdf,36669140,Arm A (Regimen A: VDC/IE Chemotherapy),control,randomly assigned 1:1 at enrollment to standard arm (interval-compressed vincristine/doxorubicin/cyclophosphamide ... = VDC/IE),True,Ganitumab added to interval-compressed chemotherapy vs chemotherapy in metastatic Ewing sarcoma
PMID 36669140 a_Summary_SoE.pdf,36669140,Arm B (Regimen B: VDC/IE + Ganitumab),intervention,or to experimental arm (VDC/IE with ganitumab at cycle starts and as monotherapy),True,Ganitumab added to interval-compressed chemotherapy vs chemotherapy in metastatic Ewing sarcoma
PMID 36709073 CT_Summary_SoE.pdf,36709073,Arm B (Danazol),control,confirm the differentiated clinical benefits of momelotinib versus the active comparator danazol,True,Momelotinib vs danazol in anemic myelofibrosis (MOMENTUM)
PMID 36709073 CT_Summary_SoE.pdf,36709073,Arm A (Momelotinib),intervention,"Momelotinib, a first-in-class inhibitor ... has shown symptom, spleen, and anaemia benefits in myelofibrosis",True,Momelotinib vs danazol in anemic myelofibrosis (MOMENTUM)
PMID 36795891 a_Summary_SoE.pdf,36795891,Arm B (AR-directed therapy: Abiraterone Acetate or Enzalutamide),control,receive oral rucaparib (600 mg twice daily) or a physician's choice control (docetaxel or a second-generation ARPI [abiraterone acetate or enzalutamide]),True,Rucaparib vs physician's choice (docetaxel or ARPI) in metastatic prostate cancer (TRITON3)
PMID 36795891 a_Summary_SoE.pdf,36795891,Arm C (Docetaxel),control,receive oral rucaparib ... or a physician's choice control (docetaxel or a second-generation ARPI),True,Rucaparib vs physician's choice (docetaxel or ARPI) in metastatic prostate cancer (TRITON3)
PMID 36795891 a_Summary_SoE.pdf,36795891,Arm A (Rucaparib),intervention,We randomly assigned the patients in a 2:1 ratio to receive oral rucaparib (600 mg twice daily),True,Rucaparib vs physician's choice (docetaxel or ARPI) in metastatic prostate cancer (TRITON3)
PMID 36952634 a_Summary_SoE.pdf,36952634,Placebo + Abiraterone Acetate + Prednisone (AAP),control,Patients were assigned 1:1 to receive niraparib + AAP or placebo + AAP,True,Niraparib plus abiraterone/prednisone vs placebo plus AAP in mCRPC (MAGNITUDE)
PMID 36952634 a_Summary_SoE.pdf,36952634,Niraparib + Abiraterone Acetate + Prednisone (AAP),intervention,Patients were assigned 1:1 to receive niraparib + AAP or placebo + AAP,True,Niraparib plus abiraterone/prednisone vs placebo plus AAP in mCRPC (MAGNITUDE)
PMID 36952634 a_Summary_SoE.pdf,36952634,Arm C (Cohort 3: FDC Niraparib/AA + Prednisone),unresolved,,True,Niraparib plus abiraterone/prednisone vs placebo plus AAP in mCRPC (MAGNITUDE)
PMID 36996380 a_Summary_SoE.pdf,36996380,Arm A (Enzalutamide),control,whether the addition of abiraterone acetate and prednisone (AAP) to enzalutamide prolongs overall survival,True,Enzalutamide vs enzalutamide plus abiraterone/prednisone in mCRPC (Alliance A031201)
PMID 36996380 a_Summary_SoE.pdf,36996380,Arm A (Enzalutamide alone),control,whether the addition of abiraterone acetate and prednisone (AAP) to enzalutamide prolongs overall survival,True,Enzalutamide vs enzalutamide plus abiraterone/prednisone in mCRPC (Alliance A031201)
PMID 36996380 a_Summary_SoE.pdf,36996380,"Arm B (Enzalutamide, Abiraterone, and Prednisone)",intervention,whether the addition of abiraterone acetate and prednisone (AAP) to enzalutamide prolongs overall survival,True,Enzalutamide vs enzalutamide plus abiraterone/prednisone in mCRPC (Alliance A031201)
PMID 37080223 CT_Summary_SoE.pdf,37080223,Arm A (Standard Cisplatin-based Chemoradiation),control,standard cisplatin-based chemoradiotherapy ... (chemoradiotherapy only group),True,Chemoradiation +/- adjuvant carboplatin/paclitaxel in locally advanced cervical cancer (OUTBACK)
PMID 37080223 CT_Summary_SoE.pdf,37080223,Arm B (Standard Cisplatin-based Chemoradiation + Adjuvant Carboplatin/Paclitaxel),intervention,We aimed to determine the effects on survival of adjuvant chemotherapy after chemoradiotherapy,True,Chemoradiation +/- adjuvant carboplatin/paclitaxel in locally advanced cervical cancer (OUTBACK)
PMID 37086745 a_Summary_SoE.pdf,37086745,Arm B (Investigator's Choice),control,Patients were randomly assigned (2:1) to receive trastuzumab deruxtecan ... or treatment of physician's choice,True,Trastuzumab deruxtecan vs physician's choice in HER2-positive metastatic breast cancer (DESTINY-Breast02)
PMID 37086745 a_Summary_SoE.pdf,37086745,Arm A (Trastuzumab deruxtecan),intervention,compare the efficacy and safety of trastuzumab deruxtecan with treatment of physician's choice,True,Trastuzumab deruxtecan vs physician's choice in HER2-positive metastatic breast cancer (DESTINY-Breast02)
PMID 37141294 CT_Summary_SoE.pdf,37141294,Docetaxel,control,"compared pembrolizumab vs docetaxel in previously treated, programmed death-ligand 1 (PD-L1)-positive, advanced non-small cell lung cancer",True,Pembrolizumab vs docetaxel in previously treated PD-L1-positive NSCLC (KEYNOTE-033)
PMID 37141294 CT_Summary_SoE.pdf,37141294,Pembrolizumab (MK-3475),intervention,"pembrolizumab improved OS vs docetaxel in previously treated, PD-L1-positive NSCLC",True,Pembrolizumab vs docetaxel in previously treated PD-L1-positive NSCLC (KEYNOTE-033)
PMID 37257422 CT_Summary_SoE.pdf,37257422,Arm A (Standard Steroids),control,randomized (1:1:1) to OSE prophylactic treatments ... (a) standard steroid eye drops,True,Three ocular side-effect prophylaxis strategies (standard steroids vs added/enhanced regimens) with depatuxizumab mafodotin (UNITE)
PMID 37257422 CT_Summary_SoE.pdf,37257422,Arm A (Standard Steroids),control,randomized (1:1:1) to OSE prophylactic treatments ... (a) standard steroid eye drops,True,Three ocular side-effect prophylaxis strategies (standard steroids vs added/enhanced regimens) with depatuxizumab mafodotin (UNITE)
PMID 37257422 CT_Summary_SoE.pdf,37257422,Arm B (Standard Steroids + Vasoconstrictor + Cold Compress),intervention,(b) standard steroid eye drops plus vasoconstrictor eye drops and cold compress,True,Three ocular side-effect prophylaxis strategies (standard steroids vs added/enhanced regimens) with depatuxizumab mafodotin (UNITE)
PMID 37257422 CT_Summary_SoE.pdf,37257422,Arm C (Enhanced Steroids + Vasoconstrictor + Cold Compress),intervention,(c) enhanced steroids plus vasoconstrictor eye drops and cold compress,True,Three ocular side-effect prophylaxis strategies (standard steroids vs added/enhanced regimens) with depatuxizumab mafodotin (UNITE)
PMID 37379502 a_Summary_SoE.pdf,37379502,Gefitinib 250 mg,control,"This global, phase III study (LASER301) compared lazertinib versus gefitinib in treatment-naive patients",True,Lazertinib vs gefitinib first-line in EGFR-mutated advanced NSCLC (LASER301)
PMID 37379502 a_Summary_SoE.pdf,37379502,Lazertinib 240 mg,intervention,"Lazertinib is a potent, CNS-penetrant, third-generation epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor",True,Lazertinib vs gefitinib first-line in EGFR-mutated advanced NSCLC (LASER301)
PMID 37379502 a_Summary_SoE.pdf,37379502,Open-label Lazertinib 240 mg (Cross-over),unresolved,,True,Lazertinib vs gefitinib first-line in EGFR-mutated advanced NSCLC (LASER301)
PMID 37478390 a_Summary_SoE.pdf,37478390,Arm B (Ibrutinib),control,ASPEN study demonstrated the comparable efficacy and improved safety of zanubrutinib versus ibrutinib,True,"Zanubrutinib vs ibrutinib in Waldenstrom macroglobulinemia, plus single-arm zanubrutinib cohort (ASPEN)"
PMID 37478390 a_Summary_SoE.pdf,37478390,Arm A (Zanubrutinib),intervention,comparable efficacy and improved safety of zanubrutinib versus ibrutinib in patients with Waldenstrom macroglobulinemia,True,"Zanubrutinib vs ibrutinib in Waldenstrom macroglobulinemia, plus single-arm zanubrutinib cohort (ASPEN)"
PMID 37478390 a_Summary_SoE.pdf,37478390,Arm C (Zanubrutinib - Cohort 2),intervention,cohort 2 comprised 28 patients (... MYD88 wild-type WM: 28 zanubrutinib; 26 efficacy evaluable),True,"Zanubrutinib vs ibrutinib in Waldenstrom macroglobulinemia, plus single-arm zanubrutinib cohort (ASPEN)"
PMID 37748693 CT_Summary_SoE.pdf,37748693,Arm B (SOC Chemotherapy),control,comparing avelumab (anti-programmed death-ligand 1 [PD-L1]) versus platinum-based doublet chemotherapy as first-line treatment,True,Avelumab (two schedules) vs platinum-doublet chemotherapy first-line in PD-L1-high NSCLC (JAVELIN Lung 100)
PMID 37748693 CT_Summary_SoE.pdf,37748693,Arm A (Avelumab 10 mg/kg Q2W),intervention,comparing avelumab ... versus platinum-based doublet chemotherapy as first-line treatment,True,Avelumab (two schedules) vs platinum-doublet chemotherapy first-line in PD-L1-high NSCLC (JAVELIN Lung 100)
PMID 37748693 CT_Summary_SoE.pdf,37748693,Arm C (Avelumab 10 mg/kg Q1W then Q2W),intervention,avelumab 10 mg/kg once weekly (QW) for 12 weeks and Q2W thereafter,True,Avelumab (two schedules) vs platinum-doublet chemotherapy first-line in PD-L1-high NSCLC (JAVELIN Lung 100)
PMID 37870976 a_Summary_SoE.pdf,37870976,Arm B (Carboplatin-Pemetrexed),control,receive intravenous amivantamab plus chemotherapy (amivantamab-chemotherapy) or chemotherapy alone,True,Amivantamab plus chemotherapy vs chemotherapy alone in EGFR exon 20 NSCLC (PAPILLON)
PMID 37870976 a_Summary_SoE.pdf,37870976,Arm A (Amivantamab + Carboplatin-Pemetrexed),intervention,receive intravenous amivantamab plus chemotherapy (amivantamab-chemotherapy) or chemotherapy alone,True,Amivantamab plus chemotherapy vs chemotherapy alone in EGFR exon 20 NSCLC (PAPILLON)
PMID 37935977 a_Summary_SoE.pdf,37935977,Arm 1 (7+3: Daunorubicin + AraC),control,"compared daunorubicin and cytarabine (DA), idarubicin with higher dose cytarabine (IA) and IA with vorinostat (IA + V)",True,Standard 7+3 vs high-dose cytarabine (IA) vs IA plus vorinostat in younger AML (S1203)
PMID 37935977 a_Summary_SoE.pdf,37935977,Arm 2 (IA: Idarubicin + AraC),intervention,use of higher doses of cytarabine during induction ... with a histone deacetylase inhibitor resulted in high response rates,True,Standard 7+3 vs high-dose cytarabine (IA) vs IA plus vorinostat in younger AML (S1203)
PMID 37935977 a_Summary_SoE.pdf,37935977,Arm 3 (IA+V: IA + Vorinostat),intervention,use of higher doses of cytarabine during induction ... with a histone deacetylase inhibitor resulted in high response rates,True,Standard 7+3 vs high-dose cytarabine (IA) vs IA plus vorinostat in younger AML (S1203)
PMID 38059497 CT_Summary_SoE.pdf,38059497,Group B (modified FOLFOX-6 + bevacizumab),control,may improve outcomes over the existing standard of care (leucovorin),True,Arfolitixorin vs leucovorin with FOLFOX-bevacizumab first-line in mCRC (AGENT)
PMID 38059497 CT_Summary_SoE.pdf,38059497,Group A (ARFOX + bevacizumab),intervention,Arfolitixorin ... is an immediately active folate and may improve outcomes over the existing standard of care (leucovorin),True,Arfolitixorin vs leucovorin with FOLFOX-bevacizumab first-line in mCRC (AGENT)
PMID 38060199 CT_Summary_SoE.pdf,38060199,Arm C (Paclitaxel + Placebo + Placebo),control,Grade ≥3 adverse events were more frequent with the triplet than with doublets or single-agent paclitaxel,False,Ipatasertib/atezolizumab/paclitaxel triplet vs paclitaxel (and doublets) in first-line mTNBC (IPATunity170)
PMID 38060199 CT_Summary_SoE.pdf,38060199,Arm A (Ipatasertib + Atezolizumab + Paclitaxel),intervention,"evaluate a triplet regimen combining immune checkpoint blockade, AKT pathway inhibition, and (nab-) paclitaxel as first-line therapy",False,Ipatasertib/atezolizumab/paclitaxel triplet vs paclitaxel (and doublets) in first-line mTNBC (IPATunity170)
PMID 38060199 CT_Summary_SoE.pdf,38060199,Arm B (Ipatasertib + Paclitaxel / Atezolizumab + Paclitaxel),unresolved,,False,Ipatasertib/atezolizumab/paclitaxel triplet vs paclitaxel (and doublets) in first-line mTNBC (IPATunity170)
PMID 38060199 CT_Summary_SoE.pdf,38060199,Arm B - Cohort 2 (Atezolizumab + Paclitaxel + Placebo),unresolved,,False,Ipatasertib/atezolizumab/paclitaxel triplet vs paclitaxel (and doublets) in first-line mTNBC (IPATunity170)
PMID 38252907 a_Summary_SoE.pdf,38252907,Arm C (Pemetrexed plus Platinum),control,randomly assigned 1:1 to nivolumab ... plus platinum-doublet chemotherapy ... or platinum-doublet chemotherapy alone,True,Nivolumab plus chemotherapy vs chemotherapy in EGFR-mutated NSCLC post-TKI (CheckMate 722)
PMID 38252907 a_Summary_SoE.pdf,38252907,Arm A (Nivolumab plus Pemetrexed/Platinum),intervention,evaluated nivolumab plus chemotherapy versus chemotherapy in patients with EGFR-mutated metastatic non-small-cell lung cancer,True,Nivolumab plus chemotherapy vs chemotherapy in EGFR-mutated NSCLC post-TKI (CheckMate 722)
PMID 38252907 a_Summary_SoE.pdf,38252907,Arm B (Nivolumab plus Ipilimumab),unresolved,,True,Nivolumab plus chemotherapy vs chemotherapy in EGFR-mutated NSCLC post-TKI (CheckMate 722)
PMID 38483412 a_Summary_SoE.pdf,38483412,Arm I (COPORT),control,To determine if HYPORT is noninferior to COPORT for patient-reported genitourinary (GU) and gastrointestinal (GI) symptoms,True,Hypofractionated (HYPORT) vs conventional (COPORT) postprostatectomy radiotherapy noninferiority (NRG-GU003)
PMID 38483412 a_Summary_SoE.pdf,38483412,Arm II (HYPORT),intervention,HYPORT is a new acceptable practice standard for patients receiving postprostatectomy radiotherapy,True,Hypofractionated (HYPORT) vs conventional (COPORT) postprostatectomy radiotherapy noninferiority (NRG-GU003)
PMID 38648575 a_Summary_SoE.pdf,38648575,Arm B (IV Topotecan),control,compared second-line liposomal irinotecan with topotecan in patients with small cell lung cancer (SCLC),True,Liposomal irinotecan vs topotecan second-line in relapsed SCLC (RESILIENT Part 2)
PMID 38648575 a_Summary_SoE.pdf,38648575,Arm A (Irinotecan Liposome Injection),intervention,compared second-line liposomal irinotecan with topotecan in patients with small cell lung cancer (SCLC),True,Liposomal irinotecan vs topotecan second-line in relapsed SCLC (RESILIENT Part 2)
